method,LOC,Cyclomatic,FanIn,FanOut
org.apache.avro.io.JsonDecoder.readString(),16,4,7,8
org.apache.avro.io.JsonDecoder.skipString(),14,4,6,6
org.apache.avro.io.JsonDecoder.readBytes(ByteBuffer),10,2,3,7
org.apache.avro.io.JsonDecoder.readByteArray(),4,1,5,3
org.apache.avro.io.JsonDecoder.skipBytes(),8,2,3,4
org.apache.avro.io.JsonDecoder.checkFixed(int),9,2,6,3
"org.apache.avro.io.JsonDecoder.readFixed(byte[], int, int)",14,3,6,7
org.apache.avro.io.JsonDecoder.skipFixed(int),4,1,1,2
org.apache.avro.io.JsonDecoder.doSkipFixed(int),12,3,6,5
org.apache.avro.io.JsonDecoder.skipFixed(),5,1,3,3
org.apache.avro.io.JsonDecoder.readEnum(),15,3,4,9
org.apache.avro.io.JsonDecoder.readArrayStart(),9,2,3,6
org.apache.avro.io.JsonDecoder.arrayNext(),4,1,1,3
org.apache.avro.io.JsonDecoder.doArrayNext(),9,2,6,4
org.apache.avro.io.JsonDecoder.skipArray(),11,2,5,6
org.apache.avro.io.JsonDecoder.readMapStart(),9,2,3,6
org.apache.avro.io.JsonDecoder.mapNext(),4,1,1,3
org.apache.avro.io.JsonDecoder.doMapNext(),9,2,5,4
org.apache.avro.io.JsonDecoder.skipMap(),11,2,4,6
org.apache.avro.io.JsonDecoder.readIndex(),20,4,7,11
"org.apache.avro.io.JsonDecoder.doAction(Symbol, Symbol)",58,17,14,20
org.apache.avro.io.JsonDecoder.getVaueAsTree(JsonParser),31,13,13,8
org.apache.avro.io.JsonDecoder.makeParser(List<JsonElement>),117,1,1,1
org.apache.avro.io.JsonDecoder.error(String),4,1,21,3
org.apache.avro.AvroTypeException.AvroTypeException(String),1,1,36,2
"org.apache.avro.AvroTypeException.AvroTypeException(String, Throwable)",3,1,3,2
org.apache.avro.hadoop.io.AvroSerialization.accept(Class<?>),3,1,2,2
org.apache.avro.hadoop.io.AvroSerialization.getDeserializer(Class<AvroWrapper>),21,5,5,13
org.apache.avro.hadoop.io.AvroSerialization.getSerializer(Class<AvroWrapper>),14,3,4,9
org.apache.avro.hadoop.io.AvroSerialization.addToConfiguration(Configuration),8,2,5,7
"org.apache.avro.hadoop.io.AvroSerialization.setKeyWriterSchema(Configuration, Schema)",6,2,6,3
"org.apache.avro.hadoop.io.AvroSerialization.setKeyReaderSchema(Configuration, Schema)",3,1,5,2
"org.apache.avro.hadoop.io.AvroSerialization.setValueWriterSchema(Configuration, Schema)",6,2,6,3
"org.apache.avro.hadoop.io.AvroSerialization.setValueReaderSchema(Configuration, Schema)",3,1,5,2
"org.apache.avro.hadoop.io.AvroSerialization.setDataModelClass(Configuration, Class<? extends GenericData>)",3,1,4,1
org.apache.avro.hadoop.io.AvroSerialization.getKeyWriterSchema(Configuration),4,2,5,3
org.apache.avro.hadoop.io.AvroSerialization.getKeyReaderSchema(Configuration),4,2,3,3
org.apache.avro.hadoop.io.AvroSerialization.getValueWriterSchema(Configuration),4,2,5,3
org.apache.avro.hadoop.io.AvroSerialization.getValueReaderSchema(Configuration),4,2,3,3
org.apache.avro.hadoop.io.AvroSerialization.getDataModelClass(Configuration),3,1,3,2
"org.apache.avro.hadoop.io.AvroSerialization.newDataModelInstance(Class<? extends GenericData>, Configuration)",12,2,4,7
org.apache.avro.hadoop.io.AvroSerialization.createDataModel(Configuration),4,1,7,3
"org.apache.avro.hadoop.io.AvroKeyDeserializer.AvroKeyDeserializer(Schema, Schema, ClassLoader)",4,1,4,2
"org.apache.avro.hadoop.io.AvroKeyDeserializer.AvroKeyDeserializer(Schema, Schema, DatumReader<D>)",4,1,4,2
org.apache.avro.hadoop.io.AvroKeyDeserializer.createAvroWrapper(),3,1,0,2
"org.apache.avro.hadoop.io.AvroValueDeserializer.AvroValueDeserializer(Schema, Schema, ClassLoader)",4,1,4,2
"org.apache.avro.hadoop.io.AvroValueDeserializer.AvroValueDeserializer(Schema, Schema, DatumReader<D>)",4,1,4,2
org.apache.avro.hadoop.io.AvroValueDeserializer.createAvroWrapper(),3,1,0,2
org.apache.avro.hadoop.io.AvroSerializer.AvroSerializer(Schema),7,2,2,5
"org.apache.avro.hadoop.io.AvroSerializer.AvroSerializer(Schema, DatumWriter<T>)",7,2,3,4
org.apache.avro.hadoop.io.AvroSerializer.getWriterSchema(),3,1,4,1
org.apache.avro.hadoop.io.AvroSerializer.open(OutputStream),4,1,4,3
org.apache.avro.hadoop.io.AvroSerializer.serialize(AvroWrapper<T>),4,1,4,3
org.apache.avro.hadoop.io.AvroSerializer.close(),3,1,2,1
"org.apache.trevni.ColumnDescriptor.ColumnDescriptor(Input, ColumnMetaData)",4,1,3,3
org.apache.trevni.ColumnDescriptor.findBlock(long),6,2,3,2
org.apache.trevni.ColumnDescriptor.findBlock(T),6,2,3,2
org.apache.trevni.ColumnDescriptor.blockCount(),1,1,5,1
org.apache.trevni.ColumnDescriptor.lastRow(int),4,2,8,1
org.apache.trevni.ColumnDescriptor.ensureBlocksRead(),27,6,9,14
org.apache.trevni.ColumnFileMetaData.read(InputBuffer),5,1,2,2
org.apache.trevni.InputBuffer.InputBuffer(Input),1,1,25,2
"org.apache.trevni.InputBuffer.InputBuffer(Input, long)",13,2,7,9
org.apache.trevni.InputBuffer.seek(long),10,2,6,4
org.apache.trevni.InputBuffer.tell(),1,1,8,1
org.apache.trevni.InputBuffer.length(),1,1,2,1
org.apache.trevni.InputBuffer.readValue(ValueType),26,11,14,16
org.apache.trevni.InputBuffer.skipValue(ValueType),23,11,22,6
org.apache.trevni.InputBuffer.readBoolean(),10,4,5,3
org.apache.trevni.InputBuffer.readLength(),13,3,3,5
org.apache.trevni.InputBuffer.readInt(),37,9,14,5
org.apache.trevni.InputBuffer.readLong(),41,8,17,5
org.apache.trevni.InputBuffer.innerLongDecode(long),30,7,4,3
org.apache.trevni.InputBuffer.readFloat(),3,1,2,3
org.apache.trevni.InputBuffer.readFixed32(),11,3,10,4
org.apache.trevni.InputBuffer.readDouble(),3,1,2,3
org.apache.trevni.InputBuffer.readFixed64(),3,1,5,2
org.apache.trevni.InputBuffer.readString(),11,2,7,7
org.apache.trevni.InputBuffer.readBytes(),5,1,1,3
org.apache.trevni.InputBuffer.readBytes(ByteBuffer),13,2,3,9
org.apache.trevni.InputBuffer.skipBytes(),3,1,1,2
org.apache.trevni.InputBuffer.skip(long),3,1,3,2
org.apache.trevni.InputBuffer.read(),7,2,8,4
org.apache.trevni.InputBuffer.readFully(byte[]),3,1,5,1
"org.apache.trevni.InputBuffer.readFully(byte[], int, int)",21,4,10,4
"org.apache.trevni.InputBuffer.readInput(byte[], int, int)",6,2,7,4
org.apache.trevni.InputFile.InputFile(File),3,1,4,4
org.apache.trevni.InputFile.length(),1,1,1,2
"org.apache.trevni.InputFile.read(long, byte[], int, int)",4,1,5,3
org.apache.trevni.InputFile.close(),1,1,1,1
"org.apache.trevni.ColumnFileWriter.ColumnFileWriter(ColumnFileMetaData, ColumnMetaData...)",15,3,15,10
org.apache.trevni.ColumnFileWriter.checkColumns(ColumnMetaData[]),13,4,3,6
org.apache.trevni.ColumnFileWriter.incrementSize(int),1,1,2,1
org.apache.trevni.ColumnFileWriter.sizeEstimate(),1,1,2,1
org.apache.trevni.ColumnFileWriter.getMetaData(),1,1,1,1
org.apache.trevni.ColumnFileWriter.getColumnCount(),1,1,2,1
org.apache.trevni.ColumnFileWriter.writeRow(Object...),6,2,8,3
org.apache.trevni.ColumnFileWriter.startRow(),4,2,4,1
"org.apache.trevni.ColumnFileWriter.writeLength(int, int)",3,1,4,1
"org.apache.trevni.ColumnFileWriter.writeValue(Object, int)",3,1,6,1
org.apache.trevni.ColumnFileWriter.endRow(),5,2,4,2
org.apache.trevni.ColumnFileWriter.writeTo(File),8,1,10,3
org.apache.trevni.ColumnFileWriter.writeTo(OutputStream),5,2,5,2
org.apache.trevni.ColumnFileWriter.writeHeader(OutputStream),12,3,7,9
org.apache.trevni.ColumnFileWriter.computeStarts(long),9,2,4,2
org.apache.trevni.MetaData.setDefaults(MetaData),1,1,3,1
org.apache.trevni.MetaData.getCodec(),1,1,2,2
org.apache.trevni.MetaData.setCodec(String),4,1,5,2
org.apache.trevni.MetaData.getChecksum(),1,1,2,2
org.apache.trevni.MetaData.setChecksum(String),4,1,3,2
org.apache.trevni.MetaData.getString(String),8,3,8,3
org.apache.trevni.MetaData.getLong(String),3,1,1,3
org.apache.trevni.MetaData.getBoolean(String),3,1,3,2
"org.apache.trevni.MetaData.set(String, byte[])",7,2,3,4
org.apache.trevni.MetaData.isReserved(String),3,1,3,2
"org.apache.trevni.MetaData.set(String, String)",3,1,5,3
"org.apache.trevni.MetaData.setReserved(String, String)",4,1,8,3
"org.apache.trevni.MetaData.setReservedBoolean(String, boolean)",7,2,4,3
"org.apache.trevni.MetaData.set(String, long)",3,1,2,3
org.apache.trevni.MetaData.write(OutputBuffer),7,2,2,7
"org.apache.trevni.MetaData.read(InputBuffer, MetaData<?>)",5,2,4,4
org.apache.trevni.MetaData.toString(),16,3,2,9
org.apache.trevni.avro.TestCases.testCases(),5,3,1,5
org.apache.trevni.avro.TestCases.runCase(File),15,4,3,11
"org.apache.trevni.avro.TestCases.checkRead(Schema, List<Object>)",11,2,4,5
"org.apache.trevni.avro.TestCases.fromJson(Schema, File)",14,3,3,9
org.apache.trevni.avro.AvroColumnReader.AvroColumnReader(Params),9,2,14,10
org.apache.trevni.avro.AvroColumnReader.getFileSchema(),1,1,1,1
org.apache.trevni.avro.AvroColumnReader.initialize(),17,4,5,11
"org.apache.trevni.avro.AvroColumnReader.findDefaults(Schema, Schema)",37,20,17,13
"org.apache.trevni.avro.AvroColumnReader.setDefault(Schema, Field)",9,2,5,6
org.apache.trevni.avro.AvroColumnReader.iterator(),1,1,1,1
org.apache.trevni.avro.AvroColumnReader.hasNext(),3,1,4,2
org.apache.trevni.avro.AvroColumnReader.getRowCount(),1,1,2,2
org.apache.trevni.avro.AvroColumnReader.next(),11,4,9,5
org.apache.trevni.avro.AvroColumnReader.read(Schema),56,15,12,24
"org.apache.trevni.avro.AvroColumnReader.nextValue(Schema, int)",10,3,7,8
org.apache.trevni.avro.AvroColumnReader.remove(),1,1,0,1
org.apache.trevni.avro.AvroColumnReader.close(),3,1,8,1
"org.apache.trevni.avro.AvroColumnWriter.AvroColumnWriter(Schema, ColumnFileMetaData)",4,1,7,3
"org.apache.trevni.avro.AvroColumnWriter.AvroColumnWriter(Schema, ColumnFileMetaData, GenericData)",9,1,8,11
org.apache.trevni.avro.AvroColumnWriter.sizeEstimate(),1,1,4,2
org.apache.trevni.avro.AvroColumnWriter.writeTo(OutputStream),3,1,5,1
org.apache.trevni.avro.AvroColumnWriter.writeTo(File),3,1,6,1
org.apache.trevni.avro.AvroColumnWriter.write(D),6,1,11,4
"org.apache.trevni.avro.AvroColumnWriter.write(Object, Schema, int)",58,15,12,21
"org.apache.trevni.avro.AvroColumnWriter.writeValue(Object, Schema, int)",19,6,8,6
"org.apache.avro.io.JsonEncoder.JsonEncoder(Schema, OutputStream)",3,1,3,3
"org.apache.avro.io.JsonEncoder.JsonEncoder(Schema, OutputStream, boolean)",3,1,4,3
"org.apache.avro.io.JsonEncoder.JsonEncoder(Schema, JsonGenerator)",5,1,5,5
org.apache.avro.io.JsonEncoder.flush(),6,2,7,2
"org.apache.avro.io.JsonEncoder.getJsonGenerator(OutputStream, boolean)",22,3,7,5
org.apache.avro.io.JsonEncoder.configure(OutputStream),4,1,2,3
org.apache.avro.io.JsonEncoder.configure(JsonGenerator),9,3,4,4
org.apache.avro.io.JsonEncoder.writeNull(),4,1,3,2
org.apache.avro.io.JsonEncoder.writeBoolean(boolean),4,1,4,2
org.apache.avro.io.JsonEncoder.writeInt(int),4,1,4,2
org.apache.avro.io.JsonEncoder.writeLong(long),4,1,4,2
org.apache.avro.io.JsonEncoder.writeFloat(float),4,1,4,2
org.apache.avro.io.JsonEncoder.writeDouble(double),4,1,4,2
org.apache.avro.io.JsonEncoder.writeString(Utf8),3,1,1,2
org.apache.avro.io.JsonEncoder.writeString(String),9,2,6,4
org.apache.avro.io.JsonEncoder.writeBytes(ByteBuffer),9,2,1,8
"org.apache.avro.io.JsonEncoder.writeBytes(byte[], int, int)",4,1,6,2
"org.apache.avro.io.JsonEncoder.writeByteArray(byte[], int, int)",5,1,7,2
"org.apache.avro.io.JsonEncoder.writeFixed(byte[], int, int)",10,2,6,4
org.apache.avro.io.JsonEncoder.writeEnum(int),10,2,5,5
org.apache.avro.io.JsonEncoder.writeArrayStart(),6,1,4,5
org.apache.avro.io.JsonEncoder.writeArrayEnd(),8,2,6,4
org.apache.avro.io.JsonEncoder.writeMapStart(),6,1,4,5
org.apache.avro.io.JsonEncoder.writeMapEnd(),8,2,6,4
org.apache.avro.io.JsonEncoder.startItem(),7,2,4,5
org.apache.avro.io.JsonEncoder.writeIndex(int),11,2,6,7
"org.apache.avro.io.JsonEncoder.doAction(Symbol, Symbol)",13,5,7,6
org.apache.avro.io.parsing.JsonGrammarGenerator.generate(Schema),3,1,3,4
"org.apache.avro.io.parsing.JsonGrammarGenerator.generate(Schema, Map<LitS, Symbol>)",49,17,29,18
"org.apache.avro.io.parsing.Parser.Parser(Symbol, ActionHandler)",7,1,5,4
org.apache.avro.io.parsing.Parser.expandStack(),3,1,4,3
org.apache.avro.io.parsing.Parser.advance(Symbol),24,7,79,6
org.apache.avro.io.parsing.Parser.processImplicitActions(),14,4,8,3
org.apache.avro.io.parsing.Parser.processTrailingImplicitActions(),12,3,9,2
org.apache.avro.io.parsing.Parser.pushProduction(Symbol),8,2,9,3
org.apache.avro.io.parsing.Parser.popSymbol(),3,1,21,2
org.apache.avro.io.parsing.Parser.topSymbol(),3,1,6,1
org.apache.avro.io.parsing.Parser.pushSymbol(Symbol),6,2,12,3
org.apache.avro.io.parsing.Parser.depth(),3,1,2,1
org.apache.avro.io.parsing.Parser.reset(),3,1,4,1
org.apache.avro.io.ParsingEncoder.setItemCount(long),7,2,4,2
org.apache.avro.io.ParsingEncoder.startItem(),3,1,3,1
org.apache.avro.io.ParsingEncoder.push(),6,2,7,3
org.apache.avro.io.ParsingEncoder.pop(),7,2,6,2
org.apache.avro.io.ParsingEncoder.depth(),3,1,4,1
org.apache.avro.hadoop.io.TestAvroSerializer.testSerialize(),20,1,1,17
org.apache.avro.mapred.DelegatingMapper.configure(JobConf),4,1,1,3
"org.apache.avro.mapred.DelegatingMapper.map(AvroWrapper<IN>, NullWritable, OutputCollector<KO, VO>, Reporter)",13,3,7,8
org.apache.avro.mapred.TaggedInputSplit.TaggedInputSplit(),2,1,0,1
"org.apache.avro.mapred.TaggedInputSplit.TaggedInputSplit(InputSplit, Configuration, Class<? extends InputFormat>, Class<? extends AvroMapper>, Schema)",11,1,6,8
org.apache.avro.mapred.TaggedInputSplit.getInputSplit(),3,1,2,1
org.apache.avro.mapred.TaggedInputSplit.getInputFormatClass(),3,1,2,1
org.apache.avro.mapred.TaggedInputSplit.getMapperClass(),3,1,2,1
org.apache.avro.mapred.TaggedInputSplit.getSchema(),3,1,2,1
org.apache.avro.mapred.TaggedInputSplit.getLength(),3,1,1,2
org.apache.avro.mapred.TaggedInputSplit.getLocations(),3,1,1,2
org.apache.avro.mapred.TaggedInputSplit.readFields(DataInput),10,1,5,10
org.apache.avro.mapred.TaggedInputSplit.readClass(DataInput),8,2,4,4
org.apache.avro.mapred.TaggedInputSplit.write(DataOutput),7,1,6,4
org.apache.avro.mapred.TaggedInputSplit.getConf(),3,1,1,1
org.apache.avro.mapred.TaggedInputSplit.setConf(Configuration),3,1,1,1
org.apache.avro.mapred.TaggedInputSplit.toString(),3,1,1,2
"org.apache.avro.mapred.tether.TetherOutputService.TetherOutputService(OutputCollector<TetherData, NullWritable>, Reporter)",5,1,3,3
org.apache.avro.mapred.tether.TetherOutputService.configure(int),5,1,2,3
org.apache.avro.mapred.tether.TetherOutputService.inputPort(),11,3,4,5
org.apache.avro.mapred.tether.TetherOutputService.output(ByteBuffer),10,2,5,6
"org.apache.avro.mapred.tether.TetherOutputService.outputPartitioned(int, ByteBuffer)",4,1,2,2
org.apache.avro.mapred.tether.TetherOutputService.status(String),1,1,2,2
"org.apache.avro.mapred.tether.TetherOutputService.count(String, String, long)",3,1,4,3
org.apache.avro.mapred.tether.TetherOutputService.fail(String),5,1,2,4
org.apache.avro.mapred.tether.TetherOutputService.complete(),5,1,1,3
org.apache.avro.mapred.tether.TetherOutputService.isFinished(),3,1,4,1
org.apache.avro.mapred.tether.TetherOutputService.error(),1,1,2,1
org.apache.avro.mapred.tether.TetherOutputService.waitForFinish(),5,2,3,3
org.apache.avro.mapred.tether.TetherPartitioner.configure(JobConf),3,1,1,2
org.apache.avro.mapred.tether.TetherPartitioner.setNextPartition(int),3,1,3,1
"org.apache.avro.mapred.tether.TetherPartitioner.getPartition(TetherData, NullWritable, int)",12,3,4,7
org.apache.trevni.Codec.get(MetaData),13,5,4,4
org.apache.trevni.Codec.compress(ByteBuffer),1,1,2,1
org.apache.trevni.Codec.decompress(ByteBuffer),1,1,2,1
org.apache.trevni.NullCodec.compress(ByteBuffer),3,1,1,1
org.apache.trevni.NullCodec.decompress(ByteBuffer),3,1,1,1
org.apache.trevni.DeflateCodec.compress(ByteBuffer),5,1,1,8
org.apache.trevni.DeflateCodec.decompress(ByteBuffer),5,1,1,8
"org.apache.trevni.DeflateCodec.writeAndClose(ByteBuffer, OutputStream)",5,1,4,5
org.apache.trevni.DeflateCodec.getInflater(),6,2,2,4
org.apache.trevni.DeflateCodec.getDeflater(),6,2,3,4
org.apache.trevni.DeflateCodec.getOutputBuffer(int),6,2,4,4
org.apache.trevni.SnappyCodec.compress(ByteBuffer),8,1,1,8
org.apache.trevni.SnappyCodec.decompress(ByteBuffer),8,1,1,8
org.apache.trevni.BZip2Codec.compress(ByteBuffer),11,1,1,8
org.apache.trevni.BZip2Codec.decompress(ByteBuffer),16,2,3,10
org.apache.trevni.BZip2Codec.getOutputBuffer(int),6,2,3,4
"org.apache.avro.io.ValidatingDecoder.ValidatingDecoder(Symbol, Decoder)",4,1,4,3
"org.apache.avro.io.ValidatingDecoder.ValidatingDecoder(Schema, Decoder)",3,1,5,3
org.apache.avro.io.ValidatingDecoder.getSymbol(Schema),6,2,2,3
org.apache.avro.io.ValidatingDecoder.configure(Decoder),5,1,6,3
org.apache.avro.io.ValidatingDecoder.readNull(),4,1,4,2
org.apache.avro.io.ValidatingDecoder.readBoolean(),4,1,5,3
org.apache.avro.io.ValidatingDecoder.readInt(),4,1,8,3
org.apache.avro.io.ValidatingDecoder.readLong(),4,1,3,3
org.apache.avro.io.ValidatingDecoder.readFloat(),4,1,3,3
org.apache.avro.io.ValidatingDecoder.readDouble(),4,1,3,3
org.apache.avro.io.ValidatingDecoder.readString(Utf8),4,1,4,3
org.apache.avro.io.ValidatingDecoder.readString(),4,1,3,3
org.apache.avro.io.ValidatingDecoder.skipString(),4,1,3,2
org.apache.avro.io.ValidatingDecoder.readBytes(ByteBuffer),4,1,4,3
org.apache.avro.io.ValidatingDecoder.skipBytes(),4,1,3,2
org.apache.avro.io.ValidatingDecoder.checkFixed(int),9,2,6,3
"org.apache.avro.io.ValidatingDecoder.readFixed(byte[], int, int)",4,1,4,2
org.apache.avro.io.ValidatingDecoder.skipFixed(int),4,1,2,2
org.apache.avro.io.ValidatingDecoder.skipFixed(),5,1,4,3
org.apache.avro.io.ValidatingDecoder.readEnum(),11,2,4,5
org.apache.avro.io.ValidatingDecoder.readArrayStart(),8,2,6,3
org.apache.avro.io.ValidatingDecoder.arrayNext(),8,2,13,4
org.apache.avro.io.ValidatingDecoder.skipArray(),10,3,4,4
org.apache.avro.io.ValidatingDecoder.readMapStart(),8,2,5,3
org.apache.avro.io.ValidatingDecoder.mapNext(),8,2,4,4
org.apache.avro.io.ValidatingDecoder.skipMap(),10,3,4,4
org.apache.avro.io.ValidatingDecoder.readIndex(),7,1,3,6
"org.apache.avro.io.ValidatingDecoder.doAction(Symbol, Symbol)",3,1,0,1
org.apache.avro.io.ParsingDecoder.ParsingDecoder(Symbol),3,1,4,3
org.apache.avro.io.ParsingDecoder.skipFixed(),1,1,1,0
org.apache.avro.io.ParsingDecoder.skipAction(),3,1,1,1
org.apache.avro.io.ParsingDecoder.skipTopSymbol(),30,14,14,14
"org.apache.avro.io.parsing.SkipParser.SkipParser(Symbol, ActionHandler, SkipHandler)",6,1,4,3
org.apache.avro.io.parsing.SkipParser.skipTo(int),17,4,10,4
org.apache.avro.io.parsing.SkipParser.skipRepeater(),7,1,6,3
org.apache.avro.io.parsing.SkipParser.skipSymbol(Symbol),5,1,3,2
org.apache.avro.DataFileInteropTest.printDir(),4,1,2,2
org.apache.avro.DataFileInteropTest.testGeneratedGeneric(),9,1,1,2
org.apache.avro.DataFileInteropTest.testGeneratedSpecific(),9,1,1,2
org.apache.avro.DataFileInteropTest.readFiles(DatumReaderProvider<T>),10,3,5,6
org.apache.avro.tool.ToTextTool.getName(),3,1,0,1
org.apache.avro.tool.ToTextTool.getShortDescription(),3,1,0,1
"org.apache.avro.tool.ToTextTool.run(InputStream, PrintStream, PrintStream, List<String>)",30,4,7,22
org.apache.avro.mapreduce.TestAvroMultipleOutputs.testAvroGenericOutput(),86,6,4,35
org.apache.avro.mapreduce.TestAvroMultipleOutputs.testAvroSpecificOutput(),33,2,4,33
org.apache.avro.mapreduce.TestAvroMultipleOutputs.testAvroInput(),32,2,5,32
org.apache.avro.mapreduce.TestAvroMultipleOutputs.testAvroMapOutput(),31,2,5,31
org.apache.avro.mapreduce.AvroMultipleOutputs.checkTokenName(String),19,6,2,3
org.apache.avro.mapreduce.AvroMultipleOutputs.checkBaseOutputPath(String),5,2,5,2
"org.apache.avro.mapreduce.AvroMultipleOutputs.checkNamedOutputName(JobContext, String, boolean)",13,3,6,5
org.apache.avro.mapreduce.AvroMultipleOutputs.getNamedOutputsList(JobContext),9,2,4,8
"org.apache.avro.mapreduce.AvroMultipleOutputs.getNamedOutputFormatClass(JobContext, String)",6,1,6,3
"org.apache.avro.mapreduce.AvroMultipleOutputs.addNamedOutput(Job, String, Class<? extends OutputFormat>, Schema)",5,1,6,1
"org.apache.avro.mapreduce.AvroMultipleOutputs.addNamedOutput(Job, String, Class<? extends OutputFormat>, Schema, Schema)",14,2,16,6
"org.apache.avro.mapreduce.AvroMultipleOutputs.setCountersEnabled(Job, boolean)",3,1,3,2
org.apache.avro.mapreduce.AvroMultipleOutputs.getCountersEnabled(JobContext),3,1,3,3
"org.apache.avro.mapreduce.AvroMultipleOutputs.AvroMultipleOutputs(TaskInputOutputContext<?, ?, ?, ?>)",8,1,5,10
"org.apache.avro.mapreduce.AvroMultipleOutputs.write(String, Object)",4,1,4,2
"org.apache.avro.mapreduce.AvroMultipleOutputs.write(String, Object, Object)",4,1,3,1
"org.apache.avro.mapreduce.AvroMultipleOutputs.write(String, Object, Object, String)",11,2,8,7
"org.apache.avro.mapreduce.AvroMultipleOutputs.write(Object, Object, String)",4,1,3,1
"org.apache.avro.mapreduce.AvroMultipleOutputs.write(Object, Object, Schema, Schema, String)",9,1,9,7
"org.apache.avro.mapreduce.AvroMultipleOutputs.sync(String, String)",15,3,6,8
