method,issue
org.apache.ivy.core.report.ConfigurationResolveReport.getNodes(ModuleId),
org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getMemoryCache(),
org.apache.ivy.core.settings.IvySettings.getCircularDependencyStrategy(String),
"org.apache.ivy.ant.IvyTask.getProperty(String, IvySettings, String, String)",
org.apache.ivy.plugins.repository.RepositoryCopyProgressListener.start(CopyProgressEvent),
org.apache.ivy.core.event.IvyEventFilter.accept(Object),
org.apache.ivy.core.settings.IvySettings.getDefaultLockStrategy(),
org.apache.ivy.core.resolve.ResolveOptions.getConfs(),
org.apache.ivy.util.filter.ArtifactTypeFilter.accept(Object),
org.apache.ivy.core.settings.IvySettings.getStatusManager(),
org.apache.ivy.ant.IvyRepositoryReport.getTodir(),
"org.apache.ivy.Ivy.listModules(ModuleRevisionId, PatternMatcher)",
org.apache.ivy.core.report.DownloadReport.getArtifactsReports(),
"org.apache.ivy.core.settings.IvySettings.setVariable(String, String)",
"org.apache.ivy.Ivy.listTokenValues(String, Map)",
"org.apache.ivy.plugins.resolver.MockResolver.buildMockResolver(ResolverSettings, String, boolean, Date)",
org.apache.ivy.core.resolve.VisitNode.getRoot(),
"org.apache.ivy.plugins.repository.vfs.VfsResource.VfsResource(String, FileSystemManager)",
org.apache.ivy.core.resolve.IvyNodeEviction.IvyNodeEviction(IvyNode),
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getIncludeRules(),
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getDependencyArtifacts(),
"org.apache.ivy.Ivy14.getDependencies(URL, String[], File, Date, boolean)",
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getExcludeRules(),
"org.apache.ivy.core.cache.DefaultRepositoryCacheManager.isChanging(DependencyDescriptor, ModuleRevisionId, CacheMetadataOptions)",
org.apache.ivy.ant.AntBuildTrigger.getBuildFile(IvyEvent),
"org.apache.ivy.core.IvyPatternHelper.substitute(String, String, String, String, String, String, String)",
org.apache.ivy.plugins.resolver.packager.PackagerCacheEntry.finalize(),
org.apache.ivy.core.settings.IvySettings.getCircularDependencyStrategy(),
org.apache.ivy.core.module.status.StatusManager.isStatus(String),
org.apache.ivy.util.cli.Option.missingArgument(int),
"org.apache.ivy.ant.IvyTask.getProperty(IvySettings, String, String)",
org.apache.ivy.core.cache.ArtifactOrigin.isUnknown(ArtifactOrigin),
org.apache.ivy.core.module.descriptor.AbstractIncludeExcludeRule.equals(Object),
org.apache.ivy.core.resolve.VisitNode.isTransitive(),
"org.apache.ivy.plugins.parser.m2.PomModuleDescriptorBuilder.addExtraInfo(String, String)",
"org.apache.ivy.ant.IvyAntVariableContainer.setPropertyIfNotSet(String, String)",
"org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getGroupIntValue(java.util.regex.Matcher, int)",
"org.apache.ivy.core.event.resolve.ResolveEvent.ResolveEvent(String, ModuleDescriptor, String[])",
org.apache.ivy.core.resolve.ResolvedModuleRevision.getPublicationDate(),
"org.apache.ivy.core.resolve.ResolveData.ResolveData(ResolveEngine, ResolveOptions)",
"org.apache.ivy.Ivy.check(URL, String)",
"org.apache.ivy.core.resolve.ResolveEngine.getDependenciesFetchedKey(IvyNode, String)",
org.apache.ivy.Ivy.execute(IvyCallback),
"org.apache.ivy.core.module.id.ModuleId.newInstance(String, String)",
"org.apache.ivy.core.module.descriptor.AbstractIncludeExcludeRule.AbstractIncludeExcludeRule(ArtifactId, PatternMatcher, Map)",
"org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.DefaultModuleDescriptor(ModuleDescriptorParser, Resource)",
org.apache.ivy.core.resolve.IvyNode.getPublication(),
org.apache.ivy.core.settings.IvySettings.loadDefault(),
"org.apache.ivy.core.module.id.ModuleRules.getRule(ModuleId, Filter)",IVY-1465
org.apache.ivy.Ivy.resolve(File),
org.apache.ivy.core.repository.RepositoryManagementEngine.searchModules(),
org.apache.ivy.plugins.resolver.BasicResolver.getDefaultRMDParser(ModuleId),
"org.apache.ivy.Ivy.listModules(ModuleId, PatternMatcher)",
"org.apache.ivy.Ivy.listRevisions(String, String)",
org.apache.ivy.core.resolve.IvyNode.getAllUsages(),
"org.apache.ivy.plugins.resolver.packager.PackagerCacheEntry.getSubdir(File, ModuleRevisionId)",
"org.apache.ivy.Ivy14.resolve(ModuleRevisionId, String[])",
org.apache.ivy.plugins.trigger.AbstractTrigger.getEventFilter(),
org.apache.ivy.plugins.parser.m2.PomReader.getHomePage(),
org.apache.ivy.plugins.parser.m2.PomReader.getPackaging(),
"org.apache.ivy.core.sort.ModuleDescriptorSorter.ModuleDescriptorSorter(Collection, VersionMatcher, NonMatchingVersionReporter, CircularDependencyStrategy)",
org.apache.ivy.plugins.repository.LazyResource.checkInit(),
org.apache.ivy.core.module.descriptor.Configuration.equals(Object),
org.apache.ivy.core.resolve.ResolvedModuleRevision.equals(Object),
"org.apache.ivy.Ivy.deliver(String, String, DeliverOptions)",
org.apache.ivy.core.module.descriptor.DefaultDependencyArtifactDescriptor.toString(),
"org.apache.ivy.core.event.download.NeedArtifactEvent.NeedArtifactEvent(DependencyResolver, Artifact)",
"org.apache.ivy.core.resolve.IvyNode.addAllIfNotNull(Collection, Collection)",
org.apache.ivy.Ivy.resolve(URL),
org.apache.ivy.Ivy.listRevisionEntries(ModuleEntry),
org.apache.ivy.Ivy.listModules(String),
org.apache.ivy.Ivy.listModuleEntries(OrganisationEntry),
"org.apache.ivy.core.IvyPatternHelper.substitute(String, String, String, String, String, String, String, String)",
"org.apache.ivy.Ivy14.resolve(ModuleDescriptor, String[], File, Date, boolean, boolean, boolean, boolean, boolean, Filter)",
org.apache.ivy.core.settings.IvySettings.setBaseDir(File),
"org.apache.ivy.plugins.resolver.AbstractResolver.findModuleInCache(DependencyDescriptor, ResolveData)",
org.apache.ivy.core.repository.RepositoryManagementEngine.getOrphans(),
"org.apache.ivy.core.module.id.ModuleRevisionId.newInstance(ModuleRevisionId, String, String)",
org.apache.ivy.plugins.parser.m2.PomModuleDescriptorBuilder.getDefaultVersion(PomDependencyData),
"org.apache.ivy.core.resolve.ResolveEngine.getDependencies(URL, ResolveOptions)",
org.apache.ivy.core.settings.IvySettings.checkResolverName(String),
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.setResolvedPublicationDate(Date),
org.apache.ivy.plugins.namespace.MRIDTransformationRule.addDest(MRIDRule),
org.apache.ivy.plugins.repository.TransferEvent.checkEventType(int),
org.apache.ivy.Ivy.listOrganisationEntries(),
org.apache.ivy.Ivy.listOrganisations(),
"org.apache.ivy.core.module.status.StatusManager.StatusManager(Status[], String)",
org.apache.ivy.core.module.id.ModuleId.toString(),
"org.apache.ivy.Ivy14.resolve(ModuleRevisionId, String[], boolean, boolean, File, Date, boolean, boolean, Filter)",
org.apache.ivy.core.resolve.ResolveOptions.getDefaultResolveId(ModuleDescriptor),
"org.apache.ivy.core.module.id.ModuleRevisionId.newInstance(String, String, String, Map)",
org.apache.ivy.tools.analyser.JarJarDependencyAnalyser.main(String[]),
"org.apache.ivy.plugins.repository.AbstractRepository.fireTransferInitiated(Resource, int)",
org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.newParserException(Exception),
"org.apache.ivy.core.resolve.ResolveEngine.download(ArtifactOrigin, DownloadOptions)",
"org.apache.ivy.plugins.matcher.MatcherHelper.matches(PatternMatcher, ModuleRevisionId, ModuleRevisionId)",
"org.apache.ivy.plugins.conflict.StrictConflictException.StrictConflictException(IvyNode, IvyNode)",
"org.apache.ivy.core.resolve.ResolveEngine.download(Artifact, DownloadOptions)",
org.apache.ivy.Ivy.assertBound(),
org.apache.ivy.plugins.repository.ssh.SshResource.getLastModified(),
org.apache.ivy.core.IvyContext.get(String),
org.apache.ivy.core.resolve.IvyNode.isEvicted(String),
org.apache.ivy.plugins.repository.AbstractRepository.fireTransferStarted(long),
"org.apache.ivy.core.module.id.ModuleRules.getRule(ModuleRevisionId, Filter)",IVY-1465
org.apache.ivy.plugins.repository.url.URLResource.exists(),
org.apache.ivy.core.settings.IvyVariableContainerImpl.setEnvironmentPrefix(String),
org.apache.ivy.plugins.repository.ssh.SshResource.getContentLength(),
org.apache.ivy.plugins.repository.ssh.SshResource.exists(),
org.apache.ivy.plugins.resolver.BasicResolver.setAllownomd(boolean),
org.apache.ivy.ant.IvyConfigure.setUrl(URL),
org.apache.ivy.ant.IvyBuildList.setSkipbuildwithoutivy(boolean),
org.apache.ivy.plugins.resolver.DualResolver.setAllownomd(boolean),
org.apache.ivy.core.cache.ArtifactOrigin.hashCode(),
"org.apache.ivy.core.repository.RepositoryManagementEngine.RepositoryManagementEngine(RepositoryManagementEngineSettings, SearchEngine, ResolveEngine)",
"org.apache.ivy.core.IvyPatternHelper.substituteToken(String, String, String)",
"org.apache.ivy.core.event.download.DownloadEvent.DownloadEvent(String, Artifact)",
"org.apache.ivy.plugins.repository.TransferEvent.TransferEvent(Repository, Resource, long, int)",
"org.apache.ivy.Ivy14.resolve(ModuleDescriptor, String[], File, Date, boolean, boolean, boolean, Filter)",
"org.apache.ivy.Ivy14.resolve(URL, String, String[], File, Date, boolean, boolean, Filter)",
org.apache.ivy.util.cli.OptionBuilder.create(),
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getConfigurations(),
org.apache.ivy.plugins.repository.url.URLResource.getLastModified(),
org.apache.ivy.core.settings.IvySettings.getDefaultSettingsDir(),
org.apache.ivy.plugins.repository.url.URLResource.getContentLength(),
"org.apache.ivy.plugins.parser.m2.PomReader.setProperty(String, String)",
org.apache.ivy.util.MessageLoggerEngine.popLogger(),
org.apache.ivy.core.resolve.IvyNode.getLastModified(),
"org.apache.ivy.ant.IvyBuildNumber.setProperty(String, String)",
org.apache.ivy.core.resolve.IvyNode.getModuleId(),
"org.apache.ivy.Ivy14.deliver(ModuleRevisionId, String, File, String, String, Date, PublishingDependencyRevisionResolver, boolean, boolean)",
"org.apache.ivy.core.install.InstallEngine.InstallEngine(InstallEngineSettings, SearchEngine, ResolveEngine)",
"org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.DefaultDependencyDescriptor(ModuleDescriptor, ModuleRevisionId, boolean, boolean, boolean)",
"org.apache.ivy.core.IvyPatternHelper.substitute(String, Artifact, ArtifactOrigin)",
org.apache.ivy.plugins.resolver.AbstractPatternsBasedResolver.getIvyPatterns(),
"org.apache.ivy.Ivy14.resolve(ModuleDescriptor, String[], File, Date, boolean, boolean, Filter)",
org.apache.ivy.Ivy.getResolutionCacheManager(),
"org.apache.ivy.plugins.resolver.AbstractResolver.isAfter(ResolvedModuleRevision, ResolvedModuleRevision, Date)",
"org.apache.ivy.core.settings.XmlSettingsParser.macrodefStarted(String, Map)",
"org.apache.ivy.ant.IvyPostResolveTask.getConfsToResolve(String, String, String, boolean)",
"org.apache.ivy.Ivy14.download(Artifact, File, boolean)",
org.apache.ivy.Ivy14.findModule(ModuleRevisionId),
"org.apache.ivy.util.DefaultMessageLogger.log(String, int)",
"org.apache.ivy.core.IvyPatternHelper.substitute(String, String, String, String, String, String, String, String, ArtifactOrigin, Map)",
org.apache.ivy.core.event.FilteredIvyListener.progress(IvyEvent),
"org.apache.ivy.util.Configurator.setCurrent(Object, String)",
org.apache.ivy.plugins.repository.vfs.VfsRepository.finalize(),
org.apache.ivy.ant.AntBuildTrigger.setPrefix(String),
org.apache.ivy.ant.AntCallTrigger.setPrefix(String),
"org.apache.ivy.plugins.repository.file.FileRepository.move(File, File)",
org.apache.ivy.plugins.repository.file.FileRepository.delete(File),
org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getRepositoryCacheRoot(),
org.apache.ivy.core.resolve.VisitNode.getParentNode(),
org.apache.ivy.core.cache.DefaultResolutionCacheManager.getConfigurationResolveReportsInCache(String),
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getDependencyArtifacts(String),
"org.apache.ivy.core.module.id.ModuleRevisionId.ModuleRevisionId(ModuleId, String)",
"org.apache.ivy.Ivy14.resolve(URL, String, String[], File, Date, boolean, boolean)",
"org.apache.ivy.core.cache.DefaultRepositoryCacheManager.DefaultRepositoryCacheManager(String, IvySettings, File)",
"org.apache.ivy.plugins.namespace.MRIDRule.MRIDRule(String, String, String)",
org.apache.ivy.plugins.resolver.IvyRepResolver.listRevisions(ModuleEntry),
org.apache.ivy.core.cache.DefaultRepositoryCacheManager.isOriginalMetadataArtifact(Artifact),
"org.apache.ivy.plugins.matcher.MatcherHelper.isExact(PatternMatcher, ModuleRevisionId)",
org.apache.ivy.plugins.conflict.FixedConflictManager.FixedConflictManager(String[]),
org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getArchiveFileInCache(Artifact),
"org.apache.ivy.plugins.resolver.util.ResolvedResource.ResolvedResource(Resource, String)",
org.apache.ivy.core.report.ResolveReport.getConfigurations(),
org.apache.ivy.core.repository.RepositoryManagementEngine.ensureLoaded(),
org.apache.ivy.util.cli.CommandLine.getOptionValue(String),
"org.apache.ivy.util.cli.CommandLine.getOptionValue(String, String)",
org.apache.ivy.core.resolve.IvyNodeEviction.getEvictedData(String),
org.apache.ivy.core.report.DownloadReport.getArtifactReport(Artifact),
org.apache.ivy.ant.IvyPostResolveTask.isKeep(),
org.apache.ivy.ant.IvyPublish.getArtifactspattern(),
org.apache.ivy.Ivy.newInstance(IvySettings),
org.apache.ivy.plugins.repository.AbstractRepository.fireTransferError(Exception),
org.apache.ivy.core.report.ConfigurationResolveReport.addDependency(IvyNode),
"org.apache.ivy.Ivy14.resolve(URL, String, String[], File, Date, boolean)",
"org.apache.ivy.core.module.id.ModuleRules.getRules(ModuleRevisionId, Filter)",IVY-1465
"org.apache.ivy.plugins.repository.ssh.SshResource.SshResource(SshRepository, String)",
"org.apache.ivy.plugins.resolver.IvyRepResolver.getDependency(DependencyDescriptor, ResolveData)",
org.apache.ivy.plugins.parser.m2.PomModuleDescriptorBuilder.getSourceArtifact(),
org.apache.ivy.plugins.parser.m2.PomModuleDescriptorBuilder.getJavadocArtifact(),
"org.apache.ivy.core.IvyPatternHelper.substituteVariable(String, String, String)",
org.apache.ivy.Ivy.getWorkingRevision(),
org.apache.ivy.core.resolve.IvyNodeEviction.getEvictedConfs(),
"org.apache.ivy.plugins.version.SubVersionMatcher.accept(ModuleRevisionId, ModuleRevisionId)",
org.apache.ivy.ant.IvyAntSettings.addConfiguredCredentials(Credentials),
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.newDefaultInstance(ModuleRevisionId),
org.apache.ivy.plugins.resolver.IvyRepResolver.getWholeIvyPattern(),
"org.apache.ivy.plugins.repository.file.FileRepository.get(String, File)",
org.apache.ivy.plugins.repository.vsftp.VsftpRepository.cleanup(),
org.apache.ivy.core.resolve.ResolveData.getVisitData(ModuleRevisionId),
org.apache.ivy.core.resolve.IvyNode.getRootModuleConfigurations(),
org.apache.ivy.core.resolve.ResolveOptions.getDefaultResolveId(ModuleId),
"org.apache.ivy.plugins.matcher.MatcherHelper.matches(PatternMatcher, ModuleId, ModuleId)",
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.getConfigurationsNames(),
"org.apache.ivy.plugins.repository.file.FileRepository.put(File, String, boolean)",
org.apache.ivy.plugins.resolver.IBiblioResolver.IBiblioResolver(),
"org.apache.ivy.plugins.resolver.IBiblioResolver.download(Artifact[], DownloadOptions)",
org.apache.ivy.plugins.report.XmlReportParser.getArtifactReports(),MyIssue-23
org.apache.ivy.core.resolve.VisitNode.getUsage(),
org.apache.ivy.core.report.ConfigurationResolveReport.getDependencies(),
org.apache.ivy.core.repository.RepositoryManagementEngine.ensureAnalyzed(),
org.apache.ivy.core.settings.IvySettings.setDefaultIvyUserDir(File),
"org.apache.ivy.core.IvyPatternHelper.substituteVariables(String, Map)",MyIssue-2
"org.apache.ivy.plugins.resolver.IBiblioResolver.listRevisionsWithMavenMetadata(Repository, Map)",
org.apache.ivy.core.settings.IvySettings.configureDefaultVersionMatcher(),
org.apache.ivy.plugins.resolver.AbstractResolver.checkInterrupted(),
org.apache.ivy.core.settings.XmlSettingsParser.typedefStarted(Map),
"org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.addDependencyDescriptorMediator(ModuleId, PatternMatcher, DependencyDescriptorMediator)",
"org.apache.ivy.core.module.descriptor.MDArtifact.MDArtifact(ModuleDescriptor, String, String, String, boolean)",
"org.apache.ivy.Main.usage(CommandLineParser, boolean)",
"org.apache.ivy.util.FileUtil.copy(URL, File, CopyProgressListener)",IVY-1252
org.apache.ivy.plugins.resolver.IBiblioResolver.getArtifactPatterns(),
org.apache.ivy.core.cache.ModuleDescriptorMemoryCache.ModuleDescriptorMemoryCache(int),
org.apache.ivy.core.sort.ModuleInSort.addToSortedListIfRequired(List),
org.apache.ivy.core.module.descriptor.Configuration.Configuration(String),
org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getDefaultMetadataArtifact(ModuleRevisionId),
org.apache.ivy.core.resolve.IvyNode.updateConfsToFetch(Collection),
org.apache.ivy.core.settings.IvySettings.configureDefaultCircularDependencyStrategies(),
org.apache.ivy.core.IvyContext.setIvy(Ivy),
org.apache.ivy.util.AbstractMessageLogger.endProgress(String),
org.apache.ivy.plugins.repository.vsftp.VsftpRepository.checkInterrupted(),
org.apache.ivy.ant.IvyResolve.isKeep(),
"org.apache.ivy.core.resolve.IvyNode.markEvicted(String, IvyNode, ConflictManager, Collection)",
"org.apache.ivy.core.resolve.IvyNodeEviction.setPendingConflicts(ModuleId, String, Collection)",
org.apache.ivy.plugins.resolver.packager.PackagerResolver.PackagerResolver(),
"org.apache.ivy.core.module.id.ModuleRules.defineRule(MapMatcher, Object)",IVY-1465
org.apache.ivy.ant.IvyBuildList.addFileset(FileSet),
"org.apache.ivy.plugins.repository.TransferEvent.TransferEvent(Repository, Resource, Exception, int)",
org.apache.ivy.plugins.trigger.AbstractTrigger.createFilter(),
"org.apache.ivy.plugins.lock.ArtifactLockStrategy.lockArtifact(Artifact, File)",
"org.apache.ivy.core.IvyPatternHelper.substitute(String, ModuleRevisionId, String, String, String)",
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getIncludeRules(String),
"org.apache.ivy.core.search.OrganisationEntry.OrganisationEntry(DependencyResolver, String)",
org.apache.ivy.ant.IvyAntVariableContainer.clone(),
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getExcludeRules(String),
"org.apache.ivy.plugins.resolver.BasicResolver.listTokenValues(String, Map)",
org.apache.ivy.core.deliver.DeliverOptions.newInstance(IvySettings),
org.apache.ivy.core.resolve.ResolveEngine.locate(Artifact),
"org.apache.ivy.plugins.resolver.IvyRepResolver.download(Artifact[], DownloadOptions)",
org.apache.ivy.plugins.repository.url.URLResource.URLResource(URL),
org.apache.ivy.plugins.resolver.IBiblioResolver.shouldUseMavenMetadata(String),
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getModuleConfigurations(),
org.apache.ivy.core.settings.IvyVariableContainerImpl.substitute(String),
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.addConfiguration(Configuration),
org.apache.ivy.plugins.namespace.MRIDRule.toString(),
"org.apache.ivy.plugins.repository.file.FileResource.FileResource(FileRepository, File)",
org.apache.ivy.core.IvyContext.pushNewCopyContext(),
org.apache.ivy.core.IvyContext.pushContext(IvyContext),
org.apache.ivy.plugins.resolver.RepositoryResolver.isAlwaysCheckExactRevision(),
org.apache.ivy.plugins.version.VersionRangeMatcher.isDynamic(ModuleRevisionId),
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getParentRevisionId(),
org.apache.ivy.ant.IvyTask.isValidate(),
org.apache.ivy.plugins.resolver.AbstractResolver.dumpSettings(),
"org.apache.ivy.util.XMLHelper.parse(InputStream, URL, DefaultHandler, LexicalHandler)",
"org.apache.ivy.plugins.resolver.MockResolver.buildMockResolver(ResolverSettings, String, boolean, ModuleRevisionId, Date)",
org.apache.ivy.core.cache.ParserSettingsMonitor.ParserSettingsMonitor(ParserSettings),
"org.apache.ivy.core.resolve.IvyNode.getResolvedRevisions(ModuleId, String)",
org.apache.ivy.plugins.repository.vfs.VfsURI.toString(),
org.apache.ivy.core.module.descriptor.MDArtifact.getId(),
"org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.addConflictManager(ModuleId, PatternMatcher, ConflictManager)",
org.apache.ivy.plugins.resolver.IBiblioResolver.listRevisions(ModuleEntry),
org.apache.ivy.plugins.report.XmlReportParser.getRealDependencyRevisionIds(),MyIssue-23
org.apache.ivy.plugins.report.XmlReportParser.getDependencyRevisionIds(),MyIssue-23
org.apache.ivy.core.settings.IvySettings.getRepositoryCacheManagers(),
org.apache.ivy.plugins.report.XmlReportParser.getArtifacts(),MyIssue-23
org.apache.ivy.plugins.circular.CircularDependencyException.CircularDependencyException(ModuleRevisionId[]),
"org.apache.ivy.plugins.resolver.IvyRepResolver.findArtifactRef(Artifact, Date)",
"org.apache.ivy.core.IvyPatternHelper.substitute(String, ModuleRevisionId, Artifact)",
"org.apache.ivy.core.settings.XmlSettingsParser.parse(Configurator, URL)",
org.apache.ivy.plugins.resolver.IBiblioResolver.locate(Artifact),
org.apache.ivy.plugins.repository.vsftp.VsftpRepository.toString(),
org.apache.ivy.core.resolve.VisitNode.getModuleId(),
org.apache.ivy.core.settings.IvySettings.addMatcher(PatternMatcher),
org.apache.ivy.plugins.resolver.AbstractResolver.validate(),
org.apache.ivy.util.AbstractMessageLogger.progress(),
org.apache.ivy.plugins.resolver.AbstractResolver.isValidate(),
org.apache.ivy.core.settings.IvySettings.getResolvers(),
org.apache.ivy.core.resolve.IvyNode.getDependencyDescriptor(IvyNode),
"org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorWriter.write(ModuleDescriptor, File)",
"org.apache.ivy.core.resolve.IvyNodeEviction.setResolvedNodes(ModuleId, String, Collection)",
"org.apache.ivy.core.report.ResolveReport.ResolveReport(ModuleDescriptor, String)",
org.apache.ivy.core.report.ConfigurationResolveReport.getFailedArtifactsReports(),
org.apache.ivy.util.MessageLoggerEngine.warn(String),
org.apache.ivy.util.AbstractMessageLogger.warn(String),
org.apache.ivy.plugins.resolver.ChainResolver.add(DependencyResolver),
org.apache.ivy.util.AbstractMessageLogger.error(String),
org.apache.ivy.util.MessageLoggerEngine.error(String),
"org.apache.ivy.core.cache.DefaultRepositoryCacheManager.saveResolver(ModuleDescriptor, String)",
org.apache.ivy.util.Configurator.startMacroDef(String),
org.apache.ivy.ant.AntMessageLogger.doEndProgress(String),
"org.apache.ivy.core.search.ModuleEntry.ModuleEntry(OrganisationEntry, String)",
"org.apache.ivy.plugins.resolver.util.MDResolvedResource.MDResolvedResource(Resource, String, ResolvedModuleRevision)",
org.apache.ivy.plugins.resolver.packager.PackagerCacheEntry.cleanup(),
"org.apache.ivy.core.resolve.IvyNode.isConfRequiredByMergedUsageOnly(String, String)",
"org.apache.ivy.plugins.repository.ssh.AbstractSshBasedRepository.releaseSession(Session, String)",
org.apache.ivy.core.settings.IvySettings.logModulesInUse(),
org.apache.ivy.core.resolve.IvyNode.toString(),
org.apache.ivy.plugins.parser.ModuleDescriptorParserRegistry.ModuleDescriptorParserRegistry(),
org.apache.ivy.plugins.resolver.IvyRepResolver.getArtifactPatterns(),
org.apache.ivy.plugins.resolver.IvyRepResolver.getIvyPatterns(),
org.apache.ivy.plugins.resolver.IBiblioResolver.exists(Artifact),
org.apache.ivy.plugins.resolver.IvyRepResolver.locate(Artifact),
org.apache.ivy.core.settings.IvySettings.getReportOutputters(),
org.apache.ivy.core.settings.IvySettings.getVersionMatchers(),
org.apache.ivy.plugins.resolver.AbstractResolver.toSystem(ModuleRevisionId),
"org.apache.ivy.core.IvyPatternHelper.substituteParams(String, Map)",MyIssue-2
"org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.containsAny(String[], String[])",
"org.apache.ivy.plugins.namespace.NameSpaceHelper.transformOrganisation(String, NamespaceTransformer)",
"org.apache.ivy.plugins.matcher.MatcherHelper.matches(PatternMatcher, String, String)",
org.apache.ivy.core.settings.IvySettings.getSettingsURL(String),
"org.apache.ivy.core.resolve.ResolveEngine.isDependenciesFetched(IvyNode, String)",
org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor.getDependencyId(),
"org.apache.ivy.core.resolve.IvyNodeCallers.doesCallersExclude(String, Artifact)",
org.apache.ivy.core.settings.IvySettings.addReportOutputter(ReportOutputter),
org.apache.ivy.plugins.resolver.AbstractResolver.fromSystem(DependencyDescriptor),
org.apache.ivy.core.IvyContext.popContext(),
org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getCachedDataFile(ModuleDescriptor),
org.apache.ivy.plugins.resolver.AbstractResolver.getDownloadOptions(ResolveOptions),
org.apache.ivy.core.cache.DefaultRepositoryCacheManager.getOriginalMetadataArtifact(Artifact),
org.apache.ivy.plugins.repository.vsftp.VsftpRepository.getResource(String),
"org.apache.ivy.plugins.lock.FileBasedLockStrategy.FileBasedLockStrategy(FileLocker, boolean)",
org.apache.ivy.core.IvyContext.getEventManager(),
"org.apache.ivy.core.event.resolve.StartResolveEvent.StartResolveEvent(ModuleDescriptor, String[])",
"org.apache.ivy.Ivy14.deliver(ModuleRevisionId, String, File, String, String, Date, PublishingDependencyRevisionResolver, boolean)",
"org.apache.ivy.core.publish.PublishEngine.PublishEngine(PublishEngineSettings, EventManager)",
org.apache.ivy.plugins.trigger.AbstractTrigger.getPatternMatcher(),
org.apache.ivy.core.settings.IvySettings.addRepositoryCacheManager(RepositoryCacheManager),
org.apache.ivy.core.module.descriptor.AbstractArtifact.getQualifiedExtraAttributes(),
org.apache.ivy.plugins.resolver.AbstractResolver.toSystem(MetadataArtifactDownloadReport),
org.apache.ivy.plugins.resolver.AbstractResolver.toSystem(DependencyDescriptor),
"org.apache.ivy.core.resolve.IvyNodeUsage.updateDataFrom(IvyNodeUsage, String)",
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor.toString(),
org.apache.ivy.core.resolve.ResolveEngine.resolve(File),
org.apache.ivy.core.settings.IvySettings.setDefaultResolver(String),
"org.apache.ivy.core.module.descriptor.DefaultArtifact.DefaultArtifact(ModuleRevisionId, Date, String, String, String, Map)",
org.apache.ivy.util.Message.setDefaultLogger(MessageLogger),
org.apache.ivy.Ivy14.sortModuleDescriptors(Collection),
org.apache.ivy.plugins.resolver.packager.PackagerResolver.setPackagerPattern(String),
org.apache.ivy.ant.IvyTask.getSettings(),
org.apache.ivy.util.Message.deprecated(String),
org.apache.ivy.plugins.resolver.AbstractPatternsBasedResolver.getArtifactPatterns(),
"org.apache.ivy.plugins.repository.sftp.SFTPResource.SFTPResource(SFTPRepository, String)",
"org.apache.ivy.core.module.descriptor.OverrideDependencyDescriptorMediator.OverrideDependencyDescriptorMediator(String, String)",
"org.apache.ivy.plugins.parser.AbstractModuleDescriptorParser.getMetadataArtifact(ModuleRevisionId, Resource)",
"org.apache.ivy.core.module.descriptor.License.License(String, String)",
"org.apache.ivy.core.resolve.ResolveData.ResolveData(ResolveEngine, ResolveOptions, ConfigurationResolveReport)",
"org.apache.ivy.core.search.RevisionEntry.RevisionEntry(ModuleEntry, String)",
org.apache.ivy.tools.analyser.JarModuleFinder.JarModuleFinder(String),
"org.apache.ivy.core.resolve.IvyNodeUsage.setRequiredConfs(IvyNode, String, Collection)",
org.apache.ivy.plugins.resolver.AbstractResolver.fromSystem(Artifact),
"org.apache.ivy.core.cache.DefaultRepositoryCacheManager.addTTL(Map, PatternMatcher, long)",
org.apache.ivy.core.settings.IvySettings.logModuleWhenFound(),
org.apache.ivy.core.settings.IvySettings.logResolvedRevision(),
"org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser.getMetadataArtifact(ModuleRevisionId, Resource)",
